                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.1557,                0.98535,                  1.118,                0.84398,                0.82043,                0.85894,                0.50911,                 1.3921,                0.94991,                 1.2155,              0.0006768,              0.0006768,              0.0006768
                     32,                 1.1402,                0.99708,                 1.1165,                0.93357,                0.77467,                0.86501,                0.52964,                 1.3755,                0.93605,                 1.2033,              0.0006438,              0.0006438,              0.0006438
                     33,                 1.1369,                0.95713,                 1.0765,                0.92894,                0.79782,                0.86922,                0.52301,                 1.3908,                 0.9269,                 1.1973,             0.00061079,             0.00061079,             0.00061079
                     34,                 1.0814,                0.94503,                 1.0818,                0.95073,                0.75912,                0.87414,                0.52905,                 1.3996,                0.90621,                 1.2176,             0.00057778,             0.00057778,             0.00057778
                     35,                 1.1721,                0.95482,                 1.0857,                0.90021,                0.81071,                0.88477,                0.53093,                 1.4026,                0.92863,                   1.23,             0.00054478,             0.00054478,             0.00054478
                     36,                 1.1018,                0.91437,                 1.0681,                 0.9064,                0.82413,                0.88325,                0.53241,                 1.3831,                 0.8996,                 1.1966,             0.00051177,             0.00051177,             0.00051177
                     37,                 1.0872,                0.81198,                 1.0669,                0.93111,                0.78801,                0.88115,                0.53421,                 1.3883,                0.86977,                 1.1811,             0.00047876,             0.00047876,             0.00047876
                     38,                 1.1423,                0.89531,                 1.0677,                0.91116,                0.78712,                0.87054,                0.52375,                 1.4224,                 0.8689,                 1.1872,             0.00044576,             0.00044576,             0.00044576
                     39,                 1.1362,                0.89733,                 1.0597,                0.87854,                0.78342,                0.86123,                0.50301,                 1.4326,                0.89396,                 1.1915,             0.00041275,             0.00041275,             0.00041275
                     40,                  1.076,                0.85643,                 1.0744,                0.93499,                0.77786,                0.87598,                0.55194,                 1.3896,                0.83144,                 1.1616,             0.00037974,             0.00037974,             0.00037974
                     41,                0.98008,                0.80674,                 1.0038,                 0.9357,                0.77204,                0.89568,                0.57158,                 1.3625,                0.81054,                 1.1339,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.1084,                0.85205,                 1.0472,                0.89334,                0.85093,                0.90812,                0.58091,                  1.349,                0.80845,                 1.1442,             0.00031373,             0.00031373,             0.00031373
                     43,                 1.0253,                0.83447,                  1.024,                0.86801,                 0.8601,                0.89419,                0.56115,                 1.3663,                0.82603,                 1.1643,             0.00028072,             0.00028072,             0.00028072
                     44,                0.98495,                0.78712,                 1.0057,                0.84827,                0.84904,                0.89248,                0.56647,                 1.3342,                0.83122,                  1.145,             0.00024772,             0.00024772,             0.00024772
                     45,                  1.014,                 0.7805,                 1.0535,                0.88076,                0.84405,                 0.8947,                0.58085,                 1.3237,                0.82017,                 1.1331,             0.00021471,             0.00021471,             0.00021471
                     46,                0.96488,                0.75144,                0.99751,                0.87699,                0.84959,                 0.8911,                0.57805,                 1.3175,                0.83156,                 1.1376,              0.0001817,              0.0001817,              0.0001817
                     47,                0.97692,                0.76823,                 1.0016,                0.91381,                0.84209,                 0.8949,                0.58387,                 1.3205,                0.83731,                  1.144,              0.0001487,              0.0001487,              0.0001487
                     48,                0.98356,                0.73898,                0.98706,                0.90949,                0.84256,                0.89628,                0.57572,                 1.3328,                0.83358,                 1.1497,             0.00011569,             0.00011569,             0.00011569
                     49,                0.93128,                0.76072,                 1.0021,                0.88196,                  0.873,                0.89615,                0.57082,                 1.3327,                0.82716,                 1.1476,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.93811,                0.74283,                0.98942,                0.87909,                0.87774,                 0.8971,                0.57989,                 1.3301,                 0.8245,                  1.145,             4.9677e-05,             4.9677e-05,             4.9677e-05
