               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.028501,            0.017152,                   0,              0.9456,             0.88288,             0.94269,             0.50233,            0.029017,            0.012475,                   0,            0.005545,            0.005545,            0.005545
                  20,             0.02899,            0.017173,                   0,             0.93795,             0.90018,             0.94527,             0.51735,            0.028514,            0.012227,                   0,           0.0052975,           0.0052975,           0.0052975
                  21,            0.028495,            0.016892,                   0,              0.9223,             0.89391,             0.93512,             0.50026,            0.028867,            0.012356,                   0,             0.00505,             0.00505,             0.00505
                  22,            0.027478,             0.01682,                   0,             0.91374,             0.90896,             0.93894,             0.49344,            0.028851,            0.012334,                   0,           0.0048025,           0.0048025,           0.0048025
                  23,            0.028235,            0.016956,                   0,             0.96024,             0.88815,              0.9483,             0.49823,            0.029101,            0.012449,                   0,            0.004555,            0.004555,            0.004555
                  24,            0.027899,              0.0168,                   0,             0.94118,             0.90718,             0.94772,             0.50521,            0.028732,            0.012595,                   0,           0.0043075,           0.0043075,           0.0043075
                  25,            0.027185,            0.016682,                   0,             0.97098,             0.87887,             0.94572,             0.51844,            0.028308,              0.0122,                   0,             0.00406,             0.00406,             0.00406
                  26,            0.026854,             0.01671,                   0,              0.9467,             0.90205,              0.9436,             0.50689,            0.028922,            0.012445,                   0,           0.0038125,           0.0038125,           0.0038125
                  27,            0.026376,             0.01544,                   0,             0.96041,             0.89842,              0.9506,             0.49952,            0.029142,            0.012654,                   0,            0.003565,            0.003565,            0.003565
                  28,            0.025431,            0.015989,                   0,             0.96006,             0.88411,             0.94275,             0.48174,             0.02959,            0.012843,                   0,           0.0033175,           0.0033175,           0.0033175
                  29,            0.026323,            0.015928,                   0,             0.93767,             0.88792,             0.93551,             0.48568,            0.029689,            0.012918,                   0,             0.00307,             0.00307,             0.00307
                  30,            0.025529,            0.016181,                   0,             0.94982,             0.91419,             0.95083,             0.51242,            0.028659,            0.012656,                   0,           0.0028225,           0.0028225,           0.0028225
                  31,            0.025941,            0.015909,                   0,             0.94032,             0.92644,              0.9532,             0.51562,            0.028613,             0.01245,                   0,            0.002575,            0.002575,            0.002575
                  32,            0.025239,            0.015329,                   0,             0.94294,             0.90368,             0.94609,             0.51126,            0.028558,            0.012466,                   0,           0.0023275,           0.0023275,           0.0023275
                  33,            0.025064,             0.01524,                   0,             0.94359,             0.90807,             0.95287,             0.51454,            0.028144,            0.012413,                   0,             0.00208,             0.00208,             0.00208
                  34,            0.024154,            0.015195,                   0,             0.94199,             0.90543,             0.95244,             0.51334,            0.028192,            0.012379,                   0,           0.0018325,           0.0018325,           0.0018325
                  35,            0.024135,            0.015424,                   0,             0.94822,             0.90193,              0.9509,             0.50974,            0.028279,            0.012634,                   0,            0.001585,            0.001585,            0.001585
                  36,            0.024565,            0.015492,                   0,              0.9371,             0.91324,             0.95124,             0.51372,             0.02847,            0.012464,                   0,           0.0013375,           0.0013375,           0.0013375
                  37,            0.024004,            0.014887,                   0,             0.94074,             0.91754,             0.95412,             0.51416,            0.028494,            0.012345,                   0,             0.00109,             0.00109,             0.00109
                  38,            0.024011,            0.015798,                   0,             0.94362,             0.90873,             0.95354,             0.51836,            0.028104,            0.012389,                   0,           0.0008425,           0.0008425,           0.0008425
                  39,            0.023565,            0.015224,                   0,             0.93734,             0.91692,             0.95552,             0.51317,            0.028178,            0.012396,                   0,            0.000595,            0.000595,            0.000595
