                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.95628,                0.50358,                 1.1631,                0.88912,                0.78647,                0.87312,                0.45852,                 1.7807,                0.94546,                 1.6914,              0.0009704,              0.0009704,              0.0009704
                     28,                0.95493,                0.49717,                 1.1591,                0.89574,                0.79742,                0.87177,                0.45275,                 1.8128,                0.96109,                 1.6747,              0.0009308,              0.0009308,              0.0009308
                     29,                0.94823,                0.49115,                 1.1546,                0.92267,                0.79409,                0.88549,                0.44482,                 1.7769,                0.87865,                 1.6784,              0.0008912,              0.0008912,              0.0008912
                     30,                0.91706,                0.47088,                 1.1392,                0.91467,                0.78842,                0.88133,                0.46495,                 1.7389,                0.95579,                 1.6589,              0.0008516,              0.0008516,              0.0008516
                     31,                0.92087,                0.47192,                   1.14,                0.89185,                0.78809,                0.87115,                0.45981,                 1.7766,                 1.0166,                 1.6862,               0.000812,               0.000812,               0.000812
                     32,                0.92338,                0.46932,                 1.1391,                 0.8974,                0.80385,                0.89234,                0.45929,                 1.7844,                0.92783,                  1.706,              0.0007724,              0.0007724,              0.0007724
                     33,                0.91875,                0.47832,                 1.1535,                 0.9368,                0.78459,                0.88778,                0.43891,                 1.8307,                0.89732,                 1.7357,              0.0007328,              0.0007328,              0.0007328
                     34,                0.92666,                0.46468,                 1.1394,                0.90639,                0.79697,                0.88334,                0.45896,                 1.7996,                0.94251,                 1.6853,              0.0006932,              0.0006932,              0.0006932
                     35,                0.89921,                 0.4547,                 1.1195,                0.90663,                0.83322,                0.90911,                0.47167,                 1.7737,                0.86971,                 1.6446,              0.0006536,              0.0006536,              0.0006536
                     36,                0.89826,                0.45638,                 1.1169,                0.92883,                0.77233,                0.87948,                0.46034,                 1.7986,                0.98663,                 1.6931,               0.000614,               0.000614,               0.000614
                     37,                0.87169,                0.43894,                 1.1109,                0.94973,                0.79414,                0.90347,                0.45769,                 1.8087,                0.90012,                 1.7208,              0.0005744,              0.0005744,              0.0005744
                     38,                0.86889,                0.43472,                  1.101,                0.91814,                 0.8056,                0.89433,                0.47118,                 1.7832,                0.95064,                 1.6975,              0.0005348,              0.0005348,              0.0005348
                     39,                0.86432,                0.45278,                 1.1184,                0.87204,                0.79685,                0.87759,                0.44763,                 1.8104,                 0.9502,                 1.7262,              0.0004952,              0.0004952,              0.0004952
                     40,                0.84548,                0.42216,                 1.0942,                0.91262,                 0.7986,                0.89636,                0.47304,                 1.7649,                0.97147,                  1.676,              0.0004556,              0.0004556,              0.0004556
                     41,                0.83184,                0.43025,                 1.0832,                0.92213,                0.80876,                0.90505,                0.47168,                 1.7768,                0.89845,                 1.7157,               0.000416,               0.000416,               0.000416
                     42,                0.78164,                 0.4039,                 1.0619,                0.88905,                0.83012,                0.90298,                0.47625,                  1.765,                0.91109,                  1.719,              0.0003764,              0.0003764,              0.0003764
                     43,                0.80075,                0.41234,                 1.0823,                0.91601,                0.82126,                0.91125,                0.48256,                  1.753,                0.90927,                 1.6944,              0.0003368,              0.0003368,              0.0003368
                     44,                0.78324,                0.39521,                 1.0587,                0.92182,                0.83888,                0.91764,                0.48469,                 1.7707,                0.88098,                  1.701,              0.0002972,              0.0002972,              0.0002972
                     45,                0.77828,                0.39643,                 1.0658,                0.92239,                0.83261,                0.91833,                0.47717,                 1.7889,                 0.8848,                 1.7244,              0.0002576,              0.0002576,              0.0002576
                     46,                0.77361,                0.39917,                 1.0434,                0.93951,                0.81603,                0.91542,                0.48923,                 1.7497,                0.89585,                 1.6896,               0.000218,               0.000218,               0.000218
                     47,                0.75316,                 0.3966,                 1.0456,                0.93375,                 0.8145,                0.91348,                0.48296,                 1.7608,                0.93008,                 1.7011,              0.0001784,              0.0001784,              0.0001784
                     48,                0.74216,                0.38438,                 1.0384,                0.92149,                0.82218,                0.91445,                0.48582,                 1.7684,                0.92802,                 1.7133,              0.0001388,              0.0001388,              0.0001388
                     49,                0.72841,                0.38263,                 1.0466,                0.93385,                0.82487,                0.91571,                0.48511,                 1.7683,                0.90535,                 1.7231,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.71444,                0.37546,                  1.037,                0.94213,                0.81261,                0.91264,                0.48633,                 1.7597,                0.90014,                 1.7128,               5.96e-05,               5.96e-05,               5.96e-05
